"fold","tier1_accuracy","exact_match","within1","within2","acc_9v10"
1,0.777230769230769,0.566769230769231,0.733538461538462,0.868923076923077,0.606060606060606
2,0.772307692307692,0.585230769230769,0.742769230769231,0.870153846153846,0.585313174946004
